userId,movieId,rating,timestamp
7,134853,2.5,1486253833
8,1,4.0,1013443596
8,7,2.0,1013442976
8,44,3.0,1013442518
8,47,4.0,1013443770
8,170,3.0,1013442544
8,208,3.0,1013443900
8,318,5.0,1013444101
8,420,1.0,1013443085
8,553,4.0,1013442902
8,585,2.0,1013443939
8,647,4.0,1013442921
8,653,4.0,1013444101
8,784,2.0,1013443487
8,832,2.0,1013443752
8,852,2.0,1013443718
8,912,4.0,1013442544
8,968,4.0,1013444101
8,1037,3.0,1013444040
8,1210,4.0,1013442408
8,1211,3.0,1013443677
8,1228,3.0,1013442366
8,1265,3.0,1013442825
8,1266,5.0,1013443659
8,1287,4.0,1013443993
8,1292,5.0,1013442804
8,1304,3.0,1013443638
8,1339,1.0,1013442921
8,1343,3.0,1013443596
8,1404,1.0,1013443848
8,1405,4.0,1013443698
8,1499,3.0,1013443867
8,1591,4.0,1013443848
8,1626,3.0,1013443939
8,1653,2.0,1013442853
8,1792,1.0,1013444101
8,1837,1.0,1013443596
8,1876,3.0,1013443659
8,1882,2.0,1013444013
8,1965,3.0,1013443867
8,1968,3.0,1013442518
8,2019,5.0,1013443447
8,2022,3.0,1013444158
8,2110,2.0,1013443544
8,2193,2.0,1013442936
8,2240,3.0,1013442902
8,2300,2.0,1013443698
8,2313,3.0,1013442804
8,2334,3.0,1013443923
8,2416,3.0,1013443974
8,2469,3.0,1013442463
8,2474,2.0,1013443508
8,2571,4.0,1013442825
8,2596,4.0,1013443848
8,2600,2.0,1013442463
8,2670,4.0,1013443974
8,2762,2.0,1013442774
8,2919,3.0,1013443461
8,2985,4.0,1013443508
8,3016,3.0,1013443770
8,3036,3.0,1013443380
8,3082,3.0,1013443597
8,3091,4.0,1013442463
8,3107,2.0,1013443529
8,3146,3.0,1013443659
8,3147,3.0,1013443731
8,3175,5.0,1013443796
8,3197,2.0,1013443461
8,3203,4.0,1013443993
8,3354,1.0,1013443830
8,3359,4.0,1013442758
8,3527,5.0,1013442902
8,3634,5.0,1013443881
8,3660,4.0,1013443900
8,3671,3.0,1013444040
8,3679,4.0,1013443447
8,3785,3.0,1013443796
8,3841,4.0,1013444013
8,3868,4.0,1013443638
8,3986,1.0,1013442956
8,4084,1.0,1013443031
8,4085,3.0,1013442825
8,4291,2.0,1013443796
8,4361,2.0,1013443638
8,4366,3.0,1013443179
8,4367,3.0,1013443045
8,4443,4.0,1013443447
8,4466,3.0,1013443557
8,4541,4.0,1013444101
8,4563,3.0,1013443508
8,4571,3.0,1013442837
8,4638,3.0,1013443070
8,4643,2.0,1013442976
8,4654,3.0,1013443923
8,4681,1.0,1013442872
8,4787,2.0,1013442518
8,4896,4.0,1013442518
8,4901,3.0,1013442662
8,4954,3.0,1013443013
8,4956,4.0,1013442758
8,4963,2.0,1013442662
8,4971,2.0,1013442921
8,4979,4.0,1013442677
8,4980,2.0,1013442956
8,4993,4.0,1013442629
8,5002,2.0,1013443013
8,5008,5.0,1013442758
8,5026,2.0,1013442707
8,5033,1.0,1013442956
8,5036,3.0,1013442989
8,5054,4.0,1013443338
8,5064,3.0,1013442629
8,5120,2.0,1013443273
8,5125,2.0,1013442758
9,1,4.5,1073837180
9,150,4.0,1073837284
9,342,5.0,1061916357
9,497,4.0,1061916288
9,594,3.0,1061916233
9,750,4.0,1061916274
9,852,2.0,1061916339
9,1059,5.0,1061918479
9,1079,2.0,1061916220
9,1183,4.0,1061916215
9,1188,4.5,1061918506
9,1197,4.5,1073837135
9,1207,4.0,1073837292
9,1246,4.5,1073837162
9,1262,4.0,1073837244
9,1291,3.5,1073837197
9,1304,3.5,1061916295
9,1391,2.5,1061916303
9,1527,4.0,1061916280
9,1653,4.5,1061916352
9,1676,0.5,1061916373
9,1682,4.5,1061916342
9,2245,3.5,1062144212
9,2321,4.0,1073837327
9,2324,5.0,1061916334
9,2355,4.5,1061916245
9,2395,4.5,1073837036
9,2396,5.0,1073837256
9,2571,3.5,1073837149
9,2640,2.0,1061916416
9,2762,4.0,1073837125
9,2858,4.5,1073837168
9,3114,4.5,1073837131
9,3408,3.5,1061917407
9,3535,2.5,1061917857
9,3538,3.0,1061917561
9,3717,3.5,1061918172
9,3751,4.0,1061917155
9,3793,4.0,1061917529
9,3948,3.5,1061917586
9,3967,4.5,1061917148
9,3969,3.5,1061917754
9,3996,4.0,1061916312
9,4014,4.5,1061916906
9,4027,5.0,1061917088
9,4103,4.0,1073837233
9,4226,4.0,1061916957
9,4246,4.0,1061917359
9,4306,5.0,1061917073
9,4308,5.0,1061917384
9,4367,2.5,1061918204
9,4370,2.5,1061917824
9,4848,3.0,1061917439
9,4878,4.0,1064941670
9,4881,4.0,1061917141
9,4886,4.0,1061917025
9,4896,3.5,1061917348
9,4963,4.0,1061917258
9,4973,5.0,1061916953
9,4979,4.5,1062237903
9,4993,5.0,1061916981
9,5013,3.0,1061917305
9,5016,3.5,1061917628
9,5151,3.0,1061918107
9,5299,5.0,1061917411
9,5349,4.0,1061917314
9,5378,2.5,1061917724
9,5380,4.0,1061917454
9,5445,3.0,1061917166
9,5459,3.5,1061918154
9,5502,3.0,1061917421
9,5669,4.0,1061917039
9,5816,3.5,1061917353
9,5872,3.0,1061917874
9,5902,3.5,1061917084
9,5952,5.0,1073837104
9,5989,5.0,1061917101
9,5991,4.5,1061917119
9,6157,3.0,1061918001
9,6333,4.0,1061917069
9,6365,3.0,1061917377
9,6539,5.0,1061916492
9,6568,4.0,1063558749
9,7153,5.0,1073837010
10,150,4.0,846287850
10,153,3.0,846288047
10,165,4.0,846288047
10,296,5.0,846287850
10,344,4.0,846288047
10,349,5.0,846288047
10,380,5.0,846287850
10,457,4.0,846288177
10,588,5.0,846288047
10,590,3.0,846287850
10,592,4.0,846287850
10,593,4.0,846288177
10,595,5.0,846288177
11,32,3.5,1231677006
11,34,4.0,1231677071
11,47,3.5,1231677031
11,110,3.5,1231676989
11,165,3.5,1231677046
11,231,2.5,1231677076
11,260,3.0,1231676984
11,296,4.0,1231676885
11,318,4.5,1231678204
11,344,3.0,1231677016
11,356,4.0,1231676871
11,364,3.0,1231677051
11,457,3.5,1231676994
11,480,3.5,1231676849
11,500,4.0,1231677066
11,520,2.0,1231677440
11,527,4.5,1231677900
11,593,4.0,1231676857
11,736,3.0,1231677056
11,750,3.0,1231677212
11,784,2.0,1231677333
11,1073,4.0,1231677094
11,1089,3.5,1231677184
11,1127,3.5,1231677287
11,1265,2.5,1231677102
11,1270,3.0,1231677026
11,1276,3.0,1231675786
11,1370,3.5,1231677340
11,1527,3.5,1231677151
11,1573,3.5,1231677261
11,1721,4.0,1231677086
11,1923,4.0,1231677156
11,2028,4.0,1231677061
11,2054,2.5,1231677276
11,2571,3.0,1231677021
11,2959,2.5,1231676159
11,3408,4.0,1231677321
11,3409,4.0,1231683195
11,3440,3.0,1231674951
11,3513,3.5,1231674869
11,3555,4.0,1231674770
11,3578,4.0,1231676542
11,3977,3.0,1231677315
11,4022,3.5,1231677298
11,4027,3.5,1231677293
11,4036,1.0,1231674899
11,4052,3.5,1231674934
11,4226,2.5,1231676574
11,4238,3.5,1231674880
11,4878,2.0,1231676641
11,4963,3.5,1231677256
11,4973,4.5,1231676764
11,4993,4.0,1231677113
11,4995,4.0,1231677609
11,5064,4.5,1231676523
11,5418,3.5,1231676532
11,5952,4.0,1231677134
11,5989,4.0,1231676517
11,6058,3.5,1231683242
11,6377,3.5,1231677614
11,6539,2.5,1231677241
11,6624,2.5,1231675178
11,6870,3.5,1231676496
11,6942,3.5,1231677705
11,7153,4.0,1231677192
11,7347,3.5,1231674939
11,7361,2.0,1231677737
11,7439,3.0,1231675038
11,8665,4.0,1231677599
11,27700,4.5,1232316133
11,33437,3.0,1231675958
11,33679,3.5,1231680079
11,33794,4.0,1231675372
11,36513,3.0,1231682019
11,37653,3.0,1231676959
11,37727,3.0,1231675016
11,37741,2.5,1231676132
11,40148,2.5,1231676190
11,40339,4.0,1231675121
11,42013,2.0,1231676291
11,43679,3.0,1231683255
11,44199,4.0,1231676477
11,44555,4.0,1231676569
11,45442,3.0,1231676053
11,45672,2.0,1231676242
11,45728,0.5,1231676381
11,46723,4.0,1231674889
11,46948,2.0,1231676270
11,47394,2.5,1231675980
11,47518,3.0,1231675688
11,47610,4.0,1231676547
11,47629,3.5,1231676729
11,47642,3.0,1232307026
11,48043,0.5,1231676395
11,48304,4.5,1231677865
11,48326,1.5,1231676327
11,48394,3.0,1231675920
11,48516,3.5,1231675568
11,48593,2.5,1232316111
11,48738,3.5,1231676608
11,48774,3.5,1231675538
11,48780,4.5,1231677913
11,48997,5.0,1231675293
11,49130,3.5,1231675605
11,49272,3.5,1231676680
11,49280,1.5,1231676352
11,49530,3.5,1231676692
11,49910,3.5,1231678614
11,50068,3.0,1231676613
11,50442,2.5,1231678942
11,50601,2.5,1231678930
11,50794,1.5,1231676313
11,50872,3.5,1231676511
11,51077,2.5,1231676167
11,51086,2.0,1231676283
11,51091,2.0,1231676234
11,51255,3.0,1231678424
11,51412,3.5,1231679030
11,51418,3.0,1231675998
11,51540,4.0,1231676507
11,51575,3.0,1231679189
11,51931,3.0,1231677639
11,51935,4.0,1231678514
11,52245,3.5,1231678856
11,52281,2.5,1231678441
11,52321,3.5,1231675662
11,52328,3.5,1231678869
11,52448,4.0,1231675424
11,52458,3.0,1231678678
11,52604,3.5,1231678535
11,52644,2.5,1231679083
11,52694,4.0,1231679151
11,52712,3.0,1231679007
11,52952,3.5,1231675671
11,52973,3.5,1231678636
11,52975,2.0,1231678722
11,53125,2.5,1231678861
11,53129,4.0,1231677679
11,53207,3.5,1231675521
11,53318,3.5,1231678495
11,53322,4.0,1231678687
11,53519,2.5,1231678670
11,53550,4.0,1231675472
11,53921,3.5,1231675899
11,53953,3.0,1231678838
11,53972,4.0,1231678565
11,53996,3.5,1231678914
11,54259,3.0,1231678435
11,54286,4.0,1231675407
11,54503,4.0,1231678600
11,54736,3.5,1231678587
11,54775,1.0,1231676372
11,54780,2.5,1231676044
11,54787,2.5,1231676150
11,54997,4.0,1231675397
11,54999,3.0,1231678904
11,55052,3.0,1231678500
11,55080,3.0,1231675722
11,55094,3.0,1231678458
11,55116,3.5,1231675860
11,55118,3.5,1231675589
11,55232,1.5,1231676301
11,55247,4.5,1231676750
11,55276,3.5,1231676501
11,55286,2.0,1231678825
11,55290,4.0,1231675415
11,55363,3.0,1231676119
11,55729,2.0,1231676260
11,55765,3.5,1231676662
11,55814,2.0,1231676216
11,55820,4.5,1231675313
11,55830,3.0,1231675698
11,55946,3.0,1231675883
11,55995,1.0,1231676342
11,56145,3.5,1231675641
11,56156,2.5,1231676027
11,56171,2.0,1231678761
11,56174,3.5,1231678705
11,56339,3.5,1231676667
11,56367,4.0,1231675622
11,56587,3.5,1231676629
11,56607,4.0,1231675633
11,56633,2.5,1231676083
11,56757,4.0,1231675487
11,56775,3.0,1231675910
11,56782,5.0,1231675322
11,56941,2.0,1231678776
11,57353,3.5,1231675599
11,57368,3.5,1231675546
11,57528,3.0,1231675928
11,57669,3.0,1231678399
11,58025,3.0,1231675614
11,58078,3.0,1231676108
11,58103,4.0,1231675496
11,58162,2.5,1231676201
11,58295,4.0,1231678543
11,58303,3.5,1231678374
11,58306,1.5,1232307012
11,58559,4.5,1231675382
11,58806,2.0,1231679062
11,58839,2.0,1231755849
11,58975,3.0,1231675946
11,59016,3.0,1231677462
11,59103,1.5,1231678978
11,59107,2.5,1231676034
11,59141,4.5,1231678766
11,59256,3.5,1231675799
11,59315,3.5,1231676745
11,59362,2.5,1231677454
11,59369,5.0,1231675302
11,59387,2.5,1231675823
11,59501,2.5,1231676008
11,59900,2.5,1231679199
11,60069,4.5,1231674884
11,60072,3.0,1231678797
11,60126,3.0,1231678894
11,60397,2.0,1231679011
11,60753,3.5,1231675839
11,61132,3.5,1231678919
11,61248,3.5,1231675555
11,61323,3.5,1231675733
11,61352,3.5,1231678623
11,61697,3.0,1231675937
11,62081,3.5,1231675576
11,62644,4.0,1231675680
11,63853,4.0,1231675203
11,64957,3.0,1232567346
12,1,4.0,943912205
12,16,4.0,943913329
12,17,4.0,943911191
12,29,5.0,943913115
12,32,2.0,943911150
12,34,5.0,943913044
12,36,3.0,943911325
12,47,5.0,943912317
12,50,5.0,943911078
12,73,2.0,943910885
12,82,4.0,943911115
12,97,4.0,943911285
12,123,5.0,943912719
12,125,5.0,943912278
12,150,5.0,943913006
12,155,1.0,943912539
12,157,1.0,943910494
12,160,1.0,943910494
12,162,4.0,943911613
12,175,5.0,943911842
12,176,4.0,943912719
12,194,5.0,943912278
12,198,1.0,943912496
12,223,5.0,943912206
12,232,4.0,943912719
12,235,5.0,943912641
12,246,5.0,943911577
12,247,5.0,943911191
12,260,5.0,943911397
12,273,3.0,943912539
12,290,5.0,943912122
12,293,4.0,943911115
12,296,5.0,943911078
12,301,2.0,943910918
12,307,5.0,943912613
12,309,4.0,943911542
12,318,4.0,943911325
12,322,5.0,943912871
12,334,3.0,943911435
12,337,4.0,943912353
12,348,4.0,943912353
12,356,3.0,943911746
12,363,4.0,943911700
12,373,5.0,943912931
12,441,4.0,943910445
12,446,5.0,943910409
12,457,3.0,943912317
12,475,3.0,943912803
12,492,4.0,943910623
12,497,4.0,943912013
12,501,5.0,943911397
12,523,3.0,943910758
12,527,5.0,943911078
12,529,4.0,943911285
12,535,4.0,943912396
12,541,4.0,943911613
12,549,5.0,943912122
12,555,3.0,943911790
12,568,3.0,943911700
12,581,5.0,943911363
12,589,3.0,943911435
12,590,4.0,943913081
12,593,4.0,943910843
12,595,3.0,943912679
12,608,5.0,943910957
12,728,4.0,943911876
12,735,5.0,943912679
12,750,5.0,943912476
12,759,5.0,943911542
12,778,5.0,943910587
12,800,5.0,943910843
12,858,4.0,943911790
12,866,3.0,943911790
12,899,3.0,943911115
12,903,5.0,943912049
12,904,4.0,943911078
12,912,5.0,943910957
12,916,4.0,943911700
12,926,4.0,943911285
12,940,3.0,943911700
12,953,4.0,943911652
12,969,3.0,943911325
12,994,5.0,943911191
12,1023,5.0,943912166
12,1036,4.0,943912396
12,1041,4.0,943911501
12,1059,4.0,943912317
12,1060,4.0,943911910
12,1079,5.0,943911910
12,1080,5.0,943911285
12,1086,4.0,943911746
12,1089,5.0,943911910
12,1111,5.0,943911240
12,1120,3.0,943912080
12,1132,4.0,943911285
12,1136,5.0,943911285
12,1147,5.0,943912613
12,1148,5.0,943911078
12,1172,5.0,943910843
12,1177,4.0,943911947
12,1184,5.0,943912166
12,1185,4.0,943913115
12,1192,5.0,943912317
12,1193,5.0,943911842
12,1196,4.0,943911947
12,1197,5.0,943911613
12,1198,4.0,943910843
12,1199,5.0,943910843
12,1206,4.0,943911542
12,1207,4.0,943910843
12,1208,4.0,943911790
12,1211,5.0,943910349
12,1213,4.0,943911151
12,1214,2.0,943910987
12,1216,5.0,943911746
12,1217,5.0,943912476
12,1219,3.0,943911325
12,1221,4.0,943910843
12,1224,4.0,943910957
12,1225,5.0,943911542
12,1230,4.0,943910987
12,1233,4.0,943911501
12,1234,4.0,943911577
12,1240,4.0,943911613
12,1242,4.0,943912166
12,1245,4.0,943911746
12,1246,5.0,943912834
12,1263,4.0,943911700
12,1264,4.0,943911501
12,1270,2.0,943912166
12,1273,5.0,943911577
12,1277,4.0,943911240
12,1279,5.0,943910554
12,1280,5.0,943911910
12,1285,5.0,943911746
12,1289,5.0,943912353
12,1291,4.0,943911947
12,1293,4.0,943911542
12,1299,5.0,943911746
12,1354,5.0,943911285
12,1356,2.0,943910471
12,1357,3.0,943913044
12,1358,4.0,943911034
12,1394,5.0,943911078
12,1449,4.0,943912768
12,1499,1.0,943910522
12,1517,4.0,943910634
12,1537,5.0,943911842
12,1545,4.0,943910885
12,1552,1.0,943910471
12,1584,3.0,943910445
12,1587,1.0,943910445
12,1610,4.0,943913115
12,1617,5.0,943912834
12,1625,4.0,943912931
12,1635,4.0,943912641
12,1639,5.0,943911501
12,1641,3.0,943911842
12,1643,4.0,943911034
12,1648,5.0,943912719
12,1658,1.0,943910885
12,1672,2.0,943913081
12,1673,3.0,943911652
12,1674,4.0,943913329
12,1678,5.0,943911700
12,1682,4.0,943911240
12,1683,4.0,943910349
12,1684,3.0,943911034
12,1701,3.0,943910445
12,1704,4.0,943912317
12,1719,5.0,943912978
12,1721,2.0,943911435
12,1730,4.0,943911363
12,1784,3.0,943911435
12,1794,4.0,943910987
12,1799,5.0,943912679
12,1834,3.0,943911397
12,1836,4.0,943911652
12,1883,4.0,943911115
12,1892,1.0,943912013
12,1914,5.0,943911325
12,1923,2.0,943912049
12,1952,4.0,943912122
12,1954,2.0,943912317
12,1957,4.0,943911363
12,1960,5.0,943912396
12,1961,3.0,943911150
12,1962,4.0,943912049
12,2020,5.0,943911325
12,2028,5.0,943910918
12,2064,4.0,943912768
12,2081,4.0,943912237
12,2095,4.0,943911542
12,2108,4.0,943911034
12,2136,5.0,943911435
12,2144,2.0,943911285
12,2150,3.0,943911909
12,2160,4.0,943911397
12,2174,3.0,943911577
12,2193,3.0,943911700
12,2194,3.0,943911947
12,2243,5.0,943912768
12,2248,5.0,943911790
12,2252,3.0,943911034
12,2263,1.0,943913365
12,2266,1.0,943911790
12,2268,3.0,943911700
12,2291,4.0,943911240
12,2294,2.0,943911842
12,2302,5.0,943912896
12,2312,4.0,943912871
12,2331,4.0,943911947
12,2333,4.0,943912803
12,2348,4.0,943912679
12,2355,4.0,943912871
12,2363,2.0,943912613
12,2391,5.0,943911363
12,2394,2.0,943910885
12,2416,1.0,943911115
12,2419,2.0,943913365
12,2431,2.0,943911842
12,2520,1.0,943912396
12,2542,5.0,943911397
12,2571,5.0,943911436
12,2572,4.0,944342904
12,2580,5.0,943910885
12,2628,3.0,943911501
12,2657,5.0,943911435
12,2692,5.0,943912871
12,2702,4.0,943911947
12,2716,3.0,943910957
12,2739,4.0,943912679
12,2762,3.0,943911842
12,2791,1.0,943911115
12,2797,3.0,943912719
12,2840,1.0,943910098
12,2841,3.0,944342803
12,2858,5.0,943910033
12,2871,4.0,943911191
12,2916,4.0,943912353
12,2985,2.0,943911909
12,2987,2.0,943911034
12,2997,5.0,943910033
12,3052,5.0,944342864
12,3077,4.0,943910033
12,3079,4.0,943910122
12,3100,3.0,943912803
12,4424,3.0,943910409
13,1911,2.0,1348788885
13,1965,3.5,1348788909
13,2116,4.5,1348788935
13,2431,3.0,1348788914
13,3258,2.5,1348789009
13,3444,1.5,1348789109
13,6957,3.0,1348789004
13,33004,4.0,1348788930
13,43560,2.0,1348789278
13,56607,3.5,1348789246
13,58047,1.5,1348789179
14,293,2.0,1488224496
14,318,2.5,1488224438
14,2571,4.5,1488224459
14,2959,3.0,1488224441
14,168252,5.0,1488224471
15,6,4.0,1346008202
15,107,3.5,1346002224
15,135,0.5,1346002251
15,260,1.5,1346002451
15,293,5.0,1346008164
15,296,4.5,1346009478
15,348,1.5,1346002171
15,349,3.5,1346008794
15,362,4.0,1346002144
15,441,3.0,1346002147
15,531,2.5,1346002151
15,541,4.5,1346002463
15,555,4.0,1346008005
15,589,3.5,1346008344
15,599,5.0,1346002553
15,608,5.0,1346009462
15,733,2.0,1346008746
15,745,4.0,1346009522
15,750,5.0,1346009420
15,778,4.5,1346009442
15,838,0.5,1346002157
15,969,5.0,1346009466
15,1036,4.5,1346008222
15,1079,5.0,1346009498
15,1080,5.0,1346009470
15,1093,1.5,1346002165
15,1148,4.5,1346009490
15,1188,3.0,1346002181
15,1196,1.0,1346002455
15,1197,4.5,1346008342
15,1198,4.0,1346002443
15,1200,5.0,1346008166
15,1201,5.0,1346008102
15,1208,4.5,1346002438
15,1209,3.5,1346007984
15,1214,5.0,1346002464
15,1220,3.5,1346008329
15,1223,4.0,1346002186
15,1233,4.0,1346008114
15,1234,4.5,1346009472
15,1240,4.0,1346008191
15,1249,3.5,1346008150
15,1261,4.0,1346008003
15,1262,4.0,1346008106
15,1265,5.0,1346009494
15,1272,5.0,1346002168
15,1278,5.0,1346002456
15,1287,3.0,1346008215
15,1291,3.0,1346008385
15,1303,5.0,1346002580
15,1304,4.5,1346008100
15,1321,3.5,1346002189
15,1378,1.0,1346002231
15,1387,5.0,1346002459
15,1394,5.0,1346009414
15,1396,1.0,1346009161
15,1408,5.0,1346008714
15,1527,5.0,1346008016
15,1580,3.5,1346009439
15,1610,4.5,1346008412
15,1732,5.0,1346009426
15,1784,4.0,1346009513
15,1831,0.5,1346002195
15,1884,4.0,1346009349
15,1953,4.5,1346007946
15,1954,4.0,1346008211
15,1960,4.0,1346002241
15,2028,4.0,1346008206
15,2072,2.5,1346002349
15,2108,1.0,1346002249
15,2194,3.0,1346008176
15,2300,3.5,1346009246
15,2401,4.5,1346008664
15,2502,5.0,1346009531
15,2529,2.5,1346008064
15,2542,4.5,1346009492
15,2571,4.0,1346008239
15,2692,4.5,1346008199
15,2716,3.5,1346008340
15,2728,3.0,1346008035
15,2797,3.5,1346009525
15,2871,4.0,1346002555
15,2918,3.0,1346016134
15,2944,4.5,1346008146
15,2947,2.5,1346008234
15,2951,4.5,1346008125
15,2959,4.0,1346002474
15,2997,4.0,1346009453
15,3030,5.0,1346002476
15,3037,4.5,1346002551
15,3066,4.0,1346008805
15,3112,3.5,1346002358
15,3252,3.0,1346002215
15,3265,4.0,1346008031
15,3267,3.5,1346009081
15,3275,2.5,1346007989
15,3361,3.0,1346002218
15,3362,5.0,1346009407
15,3384,4.0,1346008453
15,3481,4.0,1346009511
15,3504,4.5,1346009363
15,3507,4.5,1346009400
15,3508,5.0,1346002582
15,3527,4.5,1346008266
15,3555,0.5,1346002244
15,3578,4.0,1346008604
15,3654,2.0,1346007981
15,3671,5.0,1346016139
15,3681,4.5,1346008093
15,3703,2.5,1346002572
15,3836,4.0,1346008461
15,3868,3.5,1346002221
15,3996,4.0,1346008209
15,4011,4.0,1346009506
15,4027,5.0,1346009501
15,4262,5.0,1346008127
15,4327,4.0,1346002589
15,4855,4.5,1346008104
15,4881,4.0,1346009257
15,4886,4.0,1346009528
15,4973,4.5,1346009459
15,4979,5.0,1346009416
15,5010,2.0,1346008769
15,5060,5.0,1346009352
15,5418,4.5,1346008394
15,5445,3.5,1346008972
15,5782,5.0,1346008061
15,5899,4.5,1346008421
15,5903,2.5,1346008479
